hora,dia,feriado,estação,temperatura,chuva,umidade,sol,visibilidade,vento
19,quinta,não,outono,29.3,0.0,53.5,0.0,83.0%,1.45
23,segunda,não,primavera,20.9,0.0,74.7,0.0,29.0%,5.17
14,terça,não,outono,34.5,0.0,47.5,2.18,97.0%,2.29
14,terça,não,verão,42.6,0.0,44.5,2.46,96.0%,1.81
6,segunda,não,verão,30.9,0.0,76.9,0.01,61.0%,2.65
16,quarta,sim,verão,36.9,0.0,53.5,2.36,40.0%,3.61
8,quarta,não,inverno,18.8,0.0,52.0,0.0,65.0%,1.09
16,quarta,não,verão,35.1,0.0,83.7,0.88,29.0%,1.33
23,terça,não,primavera,24.1,0.0,86.7,0.0,47.0%,3.73
10,sábado,não,primavera,28.1,0.0,58.1,1.59,40.0%,1.33
20,segunda,não,primavera,23.9,0.0,53.5,0.0,97.0%,3.97
21,quinta,não,inverno,18.3,0.0,62.6,0.0,91.0%,3.85
1,sábado,não,inverno,9.2,0.0,53.5,0.0,97.0%,3.85
15,quinta,não,verão,36.5,0.0,70.1,0.95,47.0%,4.45
2,terça,não,inverno,14.7,0.0,58.1,0.0,96.0%,2.77
14,quinta,não,primavera,31.8,0.0,53.5,2.3,26.0%,3.13
17,quinta,não,inverno,20.2,0.0,52.8,0.14,42.0%,2.77
18,domingo,não,inverno,22.0,0.0,58.1,0.0,83.0%,2.05
19,segunda,não,verão,38.2,0.0,52.0,0.32,47.0%,2.05
0,sábado,não,primavera,26.5,0.0,68.6,0.0,97.0%,1.69
13,quarta,não,verão,39.1,0.0,58.8,3.11,96.0%,1.81
4,terça,não,inverno,15.5,0.0,55.0,0.0,97.0%,1.09
9,terça,não,primavera,28.6,1.15,91.2,0.18,20.0%,1.21
21,segunda,não,primavera,26.3,0.0,54.3,0.0,93.0%,2.53
2,domingo,não,outono,29.6,1.73,84.5,0.0,97.0%,3.25
22,sexta,não,inverno,11.9,0.0,52.0,0.0,97.0%,3.85
20,quarta,não,inverno,12.3,0.0,44.5,0.0,97.0%,4.81
4,sexta,não,outono,28.1,0.0,64.9,0.0,97.0%,2.05
21,sexta,não,primavera,26.7,0.0,82.2,0.0,22.0%,3.13
3,terça,não,verão,37.1,0.0,67.1,0.0,97.0%,0.61
11,sábado,não,primavera,18.4,0.0,40.7,2.19,80.0%,2.41
3,sexta,não,outono,28.5,0.0,62.6,0.0,97.0%,2.17
13,quarta,não,outono,23.7,0.0,44.5,0.5,92.0%,1.81
14,quarta,não,outono,34.4,0.0,43.0,2.52,97.0%,1.81
12,domingo,não,primavera,30.9,0.0,41.5,0.92,97.0%,1.69
12,quinta,não,outono,29.5,0.0,55.8,1.94,97.0%,2.17
12,sábado,não,verão,37.3,0.0,41.5,2.93,90.0%,3.49
2,segunda,não,outono,26.2,0.0,79.9,0.0,61.0%,1.09
3,segunda,não,inverno,17.4,0.0,49.0,0.0,91.0%,2.17
7,terça,não,verão,36.9,0.0,65.6,0.32,87.0%,1.69
6,quinta,não,primavera,27.7,0.0,83.7,0.01,65.0%,1.21
23,sábado,não,primavera,26.5,0.0,56.6,0.0,80.0%,1.45
0,domingo,não,outono,30.4,0.0,63.3,0.0,97.0%,0.49
14,sábado,não,primavera,26.8,0.0,59.6,2.42,18.0%,4.33
3,sábado,não,inverno,20.7,0.0,79.9,0.0,11.0%,3.73
2,quinta,não,primavera,19.3,0.0,83.0,0.0,38.0%,3.25
19,sábado,não,outono,26.9,0.0,91.2,0.0,12.0%,1.33
6,segunda,não,verão,35.5,0.0,80.7,0.0,72.0%,0.97
4,sexta,não,inverno,14.4,0.0,64.1,0.0,61.0%,1.57
5,quarta,não,inverno,19.7,0.0,80.7,0.0,12.0%,3.49
5,sábado,não,outono,20.5,0.0,38.5,0.0,97.0%,2.17
3,segunda,não,outono,24.6,0.0,79.2,0.0,24.0%,0.61
20,quinta,não,verão,34.9,0.0,70.9,0.0,67.0%,1.69
0,quinta,não,inverno,17.5,0.0,86.0,0.0,13.0%,2.65
11,quarta,não,inverno,23.1,0.0,55.8,0.33,26.0%,2.89
16,terça,não,inverno,22.2,0.0,55.8,0.11,27.0%,1.33
13,terça,não,verão,40.3,0.0,60.3,2.68,90.0%,4.45
5,terça,não,outono,25.1,0.0,70.9,0.0,74.0%,2.05
19,domingo,não,verão,32.9,6.34,90.5,0.01,25.0%,1.69
21,segunda,não,primavera,23.7,0.0,53.5,0.0,97.0%,4.21
1,domingo,não,outono,22.9,0.0,59.6,0.0,97.0%,2.41
16,terça,não,primavera,31.3,0.0,55.8,1.6,30.0%,4.33
19,terça,não,primavera,24.3,0.0,51.3,0.0,97.0%,3.01
2,sábado,não,outono,28.9,0.0,71.6,0.0,97.0%,1.57
9,sexta,não,verão,32.0,0.0,73.1,1.23,18.0%,2.17
6,sábado,não,verão,34.9,0.0,75.4,0.02,72.0%,0.25
14,quarta,não,outono,22.8,0.0,53.5,0.42,97.0%,3.13
0,sábado,não,verão,33.8,0.0,79.2,0.0,96.0%,3.13
19,quinta,não,inverno,18.1,0.0,64.9,0.0,54.0%,1.33
0,quinta,não,verão,39.7,0.0,68.6,0.0,52.0%,1.57
3,sexta,não,outono,23.3,0.0,65.6,0.0,34.0%,0.97
4,quinta,não,inverno,12.3,0.0,58.8,0.0,89.0%,0.97
2,sábado,não,verão,37.7,0.0,63.3,0.0,97.0%,1.93
12,segunda,não,primavera,22.8,0.0,71.6,1.05,26.0%,5.77
18,segunda,não,primavera,32.7,0.0,54.3,0.61,92.0%,3.25
7,quarta,não,inverno,18.5,0.0,88.2,0.0,8.0%,0.85
15,quarta,não,primavera,30.3,0.0,51.3,2.79,97.0%,2.89
22,quarta,não,outono,30.4,0.0,50.5,0.0,97.0%,2.29
5,quarta,não,outono,29.2,0.0,64.1,0.0,97.0%,2.05
21,terça,não,inverno,13.9,0.0,47.5,0.0,97.0%,4.09
13,quinta,não,outono,28.4,0.0,46.0,1.74,48.0%,2.53
22,sábado,não,verão,36.7,0.0,79.9,0.0,60.0%,0.73
5,domingo,não,verão,31.0,0.0,82.2,0.0,28.0%,1.21
12,sexta,não,verão,36.6,0.0,78.4,0.97,53.0%,3.49
10,sábado,não,outono,32.9,0.0,68.6,1.88,43.0%,2.53
15,quinta,não,inverno,19.3,0.0,37.0,1.81,82.0%,2.89
16,sábado,não,primavera,34.9,0.0,27.9,2.5,95.0%,4.21
0,sábado,não,verão,35.6,0.0,77.7,0.0,97.0%,0.61
23,terça,não,verão,34.7,0.0,63.3,0.0,97.0%,3.37
2,domingo,não,outono,23.6,0.0,82.2,0.0,13.0%,1.57
17,domingo,não,outono,24.3,0.0,61.1,0.03,56.0%,3.85
18,sexta,não,inverno,16.6,0.0,48.3,0.0,97.0%,0.25
13,sexta,não,outono,31.1,0.0,58.1,0.76,97.0%,1.93
14,quinta,não,verão,34.2,0.0,64.9,1.91,62.0%,1.69
1,sexta,não,outono,33.5,0.0,62.6,0.0,97.0%,2.05
1,terça,não,primavera,22.0,0.0,49.8,0.0,97.0%,3.97
21,sábado,não,primavera,30.2,0.0,33.9,0.0,97.0%,1.69
7,domingo,não,verão,33.1,0.58,85.2,0.08,79.0%,0.85
7,quinta,não,primavera,26.9,0.0,79.9,0.01,18.0%,0.97
3,sábado,não,outono,28.7,0.0,73.1,0.0,97.0%,1.45
9,quarta,não,inverno,15.8,0.0,39.2,0.63,93.0%,2.29
14,sábado,não,outono,25.9,0.0,90.5,0.11,15.0%,3.49
0,segunda,não,primavera,23.9,0.0,62.6,0.0,93.0%,2.77
4,quarta,não,primavera,25.0,0.0,66.4,0.0,97.0%,2.05
6,terça,não,verão,31.1,0.0,74.7,0.08,51.0%,0.73
9,sábado,não,outono,19.8,0.0,58.1,0.62,78.0%,0.85
14,quinta,não,inverno,11.4,0.0,37.0,1.21,96.0%,3.01
21,quinta,sim,inverno,17.6,0.0,42.2,0.0,97.0%,3.13
8,sábado,não,inverno,13.5,0.0,64.9,0.0,54.0%,3.37
0,terça,não,verão,39.0,0.0,58.8,0.0,97.0%,1.21
8,terça,não,primavera,20.1,0.0,65.6,0.14,90.0%,2.17
20,quarta,não,inverno,17.6,0.0,50.5,0.0,97.0%,2.05
4,quinta,não,outono,32.1,0.0,70.1,0.0,97.0%,1.81
3,terça,não,inverno,19.1,0.0,51.3,0.0,55.0%,1.45
9,quinta,não,primavera,26.3,0.0,44.5,0.95,81.0%,1.57
15,quarta,não,inverno,18.2,0.0,52.0,0.41,90.0%,1.45
12,terça,não,primavera,24.7,0.0,47.5,2.09,97.0%,2.41
3,segunda,não,primavera,23.0,0.0,83.0,0.0,97.0%,1.69
16,segunda,não,verão,39.8,0.0,47.5,1.74,45.0%,3.61
0,quarta,não,verão,32.0,0.0,89.0,0.0,44.0%,4.69
7,sexta,não,primavera,27.9,0.0,67.9,0.42,34.0%,1.57
23,domingo,não,outono,24.5,0.0,67.1,0.0,52.0%,1.69
17,domingo,não,inverno,21.1,0.0,30.9,0.66,97.0%,3.25
6,terça,não,inverno,16.9,0.0,79.9,0.0,19.0%,2.41
7,quinta,não,outono,30.1,0.0,60.3,0.0,97.0%,1.81
13,segunda,não,verão,33.6,0.58,87.5,1.09,22.0%,1.69
15,segunda,não,verão,35.8,0.0,56.6,2.87,54.0%,4.21
23,quarta,não,outono,25.4,0.0,73.1,0.0,45.0%,1.81
1,quarta,não,outono,29.4,0.0,58.1,0.0,97.0%,2.29
1,quarta,não,primavera,19.3,0.0,48.3,0.0,97.0%,3.61
14,segunda,sim,inverno,18.1,0.0,41.5,1.1,97.0%,2.65
7,segunda,não,primavera,30.1,1.15,89.0,0.0,8.0%,0.85
1,quinta,não,outono,19.7,0.0,47.5,0.0,63.0%,4.09
8,terça,não,outono,21.5,0.0,69.4,0.06,50.0%,0.85
1,quinta,não,verão,39.3,0.0,70.1,0.0,74.0%,2.05
15,terça,não,primavera,30.2,0.0,76.2,1.13,97.0%,2.17
3,quarta,não,verão,37.6,0.0,70.1,0.0,91.0%,3.61
13,domingo,não,primavera,28.7,0.0,46.8,3.32,76.0%,5.89
1,terça,não,inverno,18.0,0.0,75.4,0.0,20.0%,2.17
7,domingo,sim,inverno,17.1,0.0,83.0,0.0,18.0%,2.29
0,quarta,não,inverno,21.1,0.0,84.5,0.0,11.0%,0.97
8,domingo,não,verão,33.1,1.15,88.2,0.14,39.0%,0.85
5,terça,não,inverno,15.2,0.0,55.0,0.0,97.0%,1.21
15,quarta,não,primavera,34.5,0.0,57.3,2.55,70.0%,3.85
11,segunda,não,inverno,19.4,0.0,61.1,0.93,61.0%,1.69
21,sexta,não,verão,32.7,0.0,70.1,0.0,46.0%,3.37
21,terça,não,verão,34.5,0.0,42.2,0.0,97.0%,2.77
23,sábado,não,inverno,13.9,0.0,45.2,0.0,89.0%,1.81
20,sexta,não,inverno,22.6,0.0,76.2,0.0,15.0%,3.61
21,quarta,não,inverno,17.0,0.12,80.7,0.0,44.0%,1.69
9,terça,não,outono,22.3,0.0,62.6,0.6,35.0%,1.45
15,sexta,não,primavera,29.5,0.0,82.2,0.49,97.0%,1.69
12,quarta,não,outono,36.4,0.0,51.3,2.8,97.0%,6.25
3,terça,não,inverno,14.7,0.0,60.3,0.0,71.0%,1.57
12,segunda,não,inverno,21.5,0.0,50.5,1.38,55.0%,2.77
16,terça,não,verão,35.7,0.0,52.8,1.55,84.0%,3.85
6,domingo,não,inverno,15.6,0.0,40.7,0.0,97.0%,1.57
5,sábado,não,outono,25.5,0.0,85.2,0.0,47.0%,2.17
17,sábado,não,inverno,15.3,0.0,37.7,0.39,97.0%,2.53
3,sexta,não,outono,17.5,0.0,52.0,0.0,97.0%,1.57
4,quinta,não,inverno,10.7,0.0,61.1,0.0,92.0%,3.01
4,segunda,não,verão,32.9,0.0,79.9,0.0,34.0%,1.09
17,sexta,não,inverno,15.5,0.0,53.5,0.31,97.0%,3.49
12,quarta,não,outono,25.0,0.0,47.5,2.2,97.0%,2.65
10,domingo,não,primavera,32.7,0.0,43.0,1.86,83.0%,2.65
0,quarta,não,inverno,20.7,0.0,64.9,0.0,19.0%,0.73
15,quarta,não,verão,39.7,0.0,58.8,2.99,96.0%,1.69
22,domingo,não,inverno,15.9,0.0,52.8,0.0,82.0%,1.81
7,terça,não,verão,36.9,0.0,71.6,0.13,97.0%,0.73
17,quarta,não,primavera,33.3,0.0,47.5,1.9,95.0%,4.09
4,quinta,não,outono,31.4,0.0,73.9,0.0,41.0%,1.93
6,segunda,não,outono,30.9,0.0,84.5,0.0,39.0%,1.69
13,quinta,não,verão,39.9,0.0,58.8,1.41,44.0%,1.09
3,quarta,não,inverno,19.6,0.0,86.7,0.0,11.0%,1.93
3,quinta,não,outono,22.7,0.0,74.7,0.0,47.0%,1.57
0,domingo,não,inverno,15.4,0.0,79.2,0.0,20.0%,1.09
20,quarta,não,verão,37.5,0.0,72.4,0.11,97.0%,1.33
17,sexta,não,primavera,31.3,0.0,52.0,1.13,38.0%,3.73
21,sexta,não,inverno,22.3,0.0,77.7,0.0,15.0%,3.49
12,domingo,não,primavera,26.8,0.0,52.0,2.63,16.0%,1.81
19,sexta,não,primavera,28.5,0.0,63.3,0.09,53.0%,4.09
11,domingo,não,outono,29.1,0.0,49.0,2.11,43.0%,1.45
8,domingo,não,primavera,24.8,0.0,76.2,0.68,25.0%,2.17
10,terça,não,verão,33.3,0.0,54.3,2.33,94.0%,2.17
5,segunda,não,verão,32.0,3.46,91.2,0.0,19.0%,0.73
6,quarta,não,inverno,19.0,0.0,88.2,0.0,7.0%,0.85
4,quinta,não,outono,20.7,0.0,70.9,0.0,94.0%,1.21
20,terça,não,verão,33.9,0.0,46.8,0.06,97.0%,3.01
15,terça,não,verão,42.2,0.0,53.5,1.51,50.0%,2.89
17,quinta,não,verão,37.3,0.0,50.5,2.04,84.0%,4.21
16,sexta,não,outono,35.9,0.0,61.1,0.72,97.0%,2.17
14,sábado,não,outono,24.8,0.0,43.7,0.8,87.0%,2.53
9,terça,não,verão,32.2,0.0,56.6,1.65,96.0%,2.05
15,quinta,não,primavera,32.9,0.0,35.4,2.66,71.0%,3.37
12,domingo,não,inverno,15.3,0.0,42.2,1.43,91.0%,5.29
19,quarta,não,verão,39.5,0.0,63.3,0.23,73.0%,3.01
14,segunda,não,verão,35.0,0.0,58.8,1.86,56.0%,2.89
3,segunda,não,verão,36.8,0.0,84.5,0.0,41.0%,0.85
18,terça,não,inverno,17.1,0.0,51.3,0.01,83.0%,2.89
18,sábado,não,verão,37.1,0.58,83.0,0.28,61.0%,3.01
21,sexta,não,primavera,31.1,0.0,55.8,0.0,67.0%,1.93
23,segunda,não,primavera,20.0,0.0,72.4,0.0,52.0%,2.05
12,quinta,não,verão,42.9,0.0,49.0,2.53,86.0%,2.77
19,domingo,não,verão,35.3,0.0,50.5,0.41,86.0%,3.97
5,segunda,não,primavera,29.4,0.0,18.1,0.0,66.0%,1.33
0,quarta,não,outono,32.3,0.0,67.9,0.0,97.0%,0.73
7,quarta,não,inverno,18.8,0.0,51.3,0.0,66.0%,1.21
14,sexta,não,inverno,17.9,0.0,47.5,0.35,40.0%,1.21
23,domingo,não,outono,24.8,0.0,60.3,0.0,69.0%,1.81
20,segunda,não,inverno,20.5,0.0,67.1,0.0,57.0%,4.09
19,domingo,não,outono,34.4,0.0,60.3,0.04,97.0%,3.25
6,domingo,não,verão,33.2,0.46,88.2,0.01,61.0%,0.97
9,sexta,não,inverno,14.5,0.0,55.0,0.16,84.0%,1.93
11,sexta,não,outono,34.1,0.0,48.3,2.6,97.0%,2.65
19,terça,não,outono,33.2,0.0,55.8,0.0,97.0%,1.93
18,segunda,não,primavera,33.7,0.0,58.8,0.81,33.0%,3.73
13,terça,não,verão,34.7,10.94,91.2,0.1,37.0%,0.85
6,segunda,não,primavera,21.7,0.0,70.9,0.0,85.0%,1.09
7,domingo,não,primavera,21.5,0.0,79.9,0.02,10.0%,1.81
8,quinta,não,outono,20.2,0.0,73.9,0.13,67.0%,1.33
12,quinta,não,outono,34.5,0.0,62.6,1.12,97.0%,2.05
15,domingo,não,primavera,26.3,0.0,46.0,1.09,43.0%,1.21
22,terça,não,verão,38.9,0.0,65.6,0.0,97.0%,1.09
7,terça,não,inverno,10.8,0.0,61.1,0.0,97.0%,1.33
21,sábado,não,verão,34.1,0.0,66.4,0.0,83.0%,2.29
7,terça,não,verão,36.7,0.46,83.0,0.03,24.0%,2.41
2,quarta,não,outono,31.7,0.0,70.9,0.0,97.0%,0.49
11,sábado,não,primavera,29.5,0.0,52.0,2.07,51.0%,2.53
22,quarta,não,verão,37.5,0.0,75.4,0.0,60.0%,3.61
15,terça,não,primavera,29.1,0.0,57.3,0.93,97.0%,2.05
5,sexta,não,primavera,19.8,0.0,77.7,0.0,27.0%,1.21
20,domingo,não,outono,34.3,0.0,60.3,0.0,92.0%,0.85
2,quarta,não,inverno,12.6,0.0,46.0,0.0,97.0%,2.05
19,sexta,não,primavera,33.6,0.0,44.5,0.22,35.0%,2.41
20,segunda,não,verão,37.5,0.0,58.8,0.09,47.0%,1.57
16,domingo,não,outono,24.9,0.0,62.6,0.1,28.0%,1.81
7,quinta,não,verão,37.2,0.0,59.6,0.03,97.0%,1.57
17,terça,não,outono,35.3,0.0,46.8,0.92,97.0%,3.73
13,domingo,não,inverno,20.8,0.0,30.9,1.98,97.0%,1.93
21,quarta,não,inverno,14.1,0.0,43.7,0.0,97.0%,1.69
3,sábado,não,inverno,15.3,0.0,71.6,0.0,32.0%,2.17
23,sábado,não,outono,22.5,0.0,57.3,0.0,97.0%,2.41
15,quarta,não,inverno,14.5,0.0,37.0,1.94,97.0%,5.53
14,quinta,não,verão,36.3,0.0,57.3,2.51,97.0%,2.77
14,sábado,não,outono,35.1,0.0,39.2,2.76,97.0%,5.53
12,quarta,não,primavera,33.6,0.0,83.7,0.22,73.0%,5.05
18,terça,não,inverno,20.5,0.0,33.2,0.16,97.0%,3.73
1,quinta,não,verão,39.5,0.0,69.4,0.0,54.0%,0.61
23,sexta,sim,inverno,22.2,0.0,73.9,0.0,41.0%,3.25
21,sábado,não,primavera,31.3,0.0,43.7,0.0,97.0%,1.81
20,sexta,não,verão,35.8,0.0,70.9,0.12,39.0%,2.05
19,terça,não,inverno,16.3,0.0,28.7,0.0,97.0%,6.37
11,segunda,não,outono,27.0,0.0,59.6,0.84,24.0%,1.45
21,sábado,não,verão,36.2,0.0,54.3,0.0,97.0%,1.33
0,terça,não,verão,35.9,0.0,75.4,0.0,97.0%,1.69
14,quinta,não,outono,36.5,0.0,55.0,2.54,95.0%,2.05
23,segunda,não,inverno,15.5,0.0,77.7,0.0,27.0%,3.73
7,quarta,não,inverno,16.0,0.0,80.7,0.0,46.0%,2.17
20,terça,não,verão,35.2,0.0,42.2,0.06,97.0%,2.89
2,sábado,não,inverno,8.1,0.0,50.5,0.0,91.0%,0.97
23,quinta,sim,inverno,16.7,0.0,41.5,0.0,97.0%,1.93
22,quarta,não,primavera,25.9,0.0,49.8,0.0,58.0%,2.17
8,domingo,não,verão,32.4,0.0,70.9,0.9,37.0%,0.61
10,sábado,não,outono,21.5,0.0,53.5,1.22,87.0%,1.69
12,terça,não,inverno,21.0,0.0,35.4,2.03,87.0%,4.45
5,segunda,não,primavera,28.2,0.0,65.6,0.0,24.0%,1.09
20,sábado,não,outono,29.5,0.0,64.9,0.0,97.0%,2.65
7,sábado,não,inverno,8.3,0.0,52.0,0.0,97.0%,1.33
6,sábado,não,primavera,25.4,0.0,81.4,0.0,14.0%,1.57
16,quinta,não,outono,37.1,0.0,54.3,1.7,97.0%,1.93
0,quinta,não,verão,39.6,0.0,68.6,0.0,75.0%,2.05
0,terça,não,primavera,24.0,0.0,83.7,0.0,15.0%,1.33
14,quarta,não,inverno,18.0,0.0,51.3,0.71,87.0%,1.45
3,sábado,não,verão,30.7,0.0,76.9,0.0,97.0%,1.21
4,segunda,não,primavera,26.3,0.0,89.0,0.0,10.0%,1.81
2,quarta,não,primavera,24.1,0.0,51.3,0.0,82.0%,2.17
11,domingo,não,inverno,18.3,0.0,33.2,1.05,96.0%,1.21
12,terça,não,outono,34.8,0.0,50.5,1.75,88.0%,2.41
16,quarta,não,primavera,32.8,0.0,49.0,1.91,97.0%,4.09
17,terça,não,verão,34.9,2.88,90.5,0.14,27.0%,2.41
13,domingo,não,outono,30.4,0.0,42.2,2.21,82.0%,2.05
22,segunda,não,primavera,32.4,0.0,58.8,0.0,97.0%,0.97
5,segunda,não,primavera,26.3,0.0,18.1,0.0,97.0%,1.81
0,domingo,não,outono,24.6,0.0,82.2,0.0,12.0%,0.97
18,quarta,não,outono,27.9,0.0,76.2,0.0,44.0%,1.45
23,domingo,não,verão,36.7,0.0,63.3,0.0,97.0%,0.61
1,quinta,não,inverno,14.7,0.0,46.8,0.0,97.0%,1.21
13,sexta,não,outono,31.5,0.0,84.5,0.65,87.0%,1.33
1,terça,não,inverno,14.7,0.0,58.8,0.0,97.0%,2.29
9,quinta,não,inverno,13.8,0.0,51.3,0.16,91.0%,2.29
16,sexta,sim,primavera,33.4,0.0,65.6,0.88,27.0%,3.97
11,sábado,não,primavera,31.0,0.0,51.3,3.12,97.0%,1.93
3,domingo,não,verão,31.6,0.0,78.4,0.0,36.0%,2.17
9,sábado,não,primavera,29.1,0.0,55.8,1.52,79.0%,3.37
0,segunda,não,inverno,14.4,0.0,55.8,0.0,97.0%,0.97
8,quinta,não,primavera,28.5,0.0,55.8,1.1,75.0%,2.17
2,segunda,não,verão,31.9,1.15,91.2,0.0,15.0%,1.09
8,sábado,sim,inverno,13.6,0.0,40.7,0.04,97.0%,2.29
17,quinta,não,primavera,33.5,2.88,90.5,0.11,12.0%,0.73
17,quarta,não,verão,39.9,0.0,55.8,1.92,97.0%,2.89
21,sábado,não,inverno,13.1,0.0,44.5,0.0,91.0%,3.37
20,quarta,não,verão,33.9,24.19,92.0,0.0,3.0%,0.97
22,sexta,não,outono,22.5,0.0,72.4,0.0,41.0%,1.93
13,terça,não,outono,26.1,0.0,33.2,1.87,89.0%,1.81
16,quinta,não,inverno,21.7,0.0,55.8,0.74,55.0%,5.41
4,sexta,não,verão,33.1,0.0,58.8,0.0,97.0%,2.17
22,segunda,não,primavera,23.5,0.0,55.0,0.0,26.0%,0.37
0,quinta,não,primavera,28.9,0.0,79.9,0.0,27.0%,2.17
10,segunda,sim,inverno,17.3,0.0,42.2,0.53,86.0%,1.21
20,sexta,não,outono,35.0,0.0,64.1,0.0,97.0%,1.57
8,terça,não,verão,32.1,0.0,59.6,1.23,97.0%,2.05
19,quarta,não,outono,25.9,0.0,55.8,0.0,97.0%,1.57
2,sábado,não,inverno,10.9,0.0,45.2,0.0,96.0%,3.73
16,sexta,não,verão,37.1,0.0,73.9,1.06,76.0%,3.61
16,domingo,não,verão,34.0,0.12,60.3,0.5,97.0%,3.01
8,terça,não,primavera,24.1,0.0,55.0,0.68,74.0%,1.21
0,quinta,não,inverno,12.0,0.0,55.8,0.0,95.0%,0.97
6,sábado,não,inverno,14.3,0.0,60.3,0.0,90.0%,4.45
5,domingo,não,outono,22.4,0.0,74.7,0.0,51.0%,1.45
15,sábado,não,inverno,14.4,0.0,37.0,1.93,94.0%,3.97
4,quinta,sim,inverno,17.1,0.0,43.7,0.0,97.0%,3.85
5,quinta,não,verão,37.0,0.0,67.9,0.0,97.0%,0.85
3,quarta,não,outono,31.8,0.0,76.2,0.0,97.0%,0.73
14,quarta,não,outono,27.7,0.0,50.5,1.13,97.0%,3.61
10,segunda,não,outono,28.1,0.0,50.5,1.35,65.0%,1.09
7,sexta,não,primavera,25.1,0.0,65.6,0.22,57.0%,1.09
3,sexta,não,primavera,25.9,0.0,64.1,0.0,45.0%,0.61
7,domingo,não,outono,29.3,10.94,91.2,0.0,18.0%,3.01
12,sexta,não,primavera,30.5,0.0,29.4,2.27,97.0%,2.17
5,sábado,não,primavera,24.9,0.0,73.1,0.0,53.0%,1.21
7,quarta,não,inverno,10.5,0.0,58.1,0.0,97.0%,2.17
16,quarta,não,verão,37.1,0.0,54.3,2.55,54.0%,4.93
2,terça,não,outono,30.9,0.0,73.9,0.0,91.0%,0.49
22,domingo,não,verão,38.6,0.0,52.0,0.0,97.0%,2.17
1,sexta,não,verão,35.7,0.0,79.2,0.0,69.0%,2.17
2,sexta,não,inverno,13.8,0.0,49.0,0.0,97.0%,3.25
10,segunda,não,verão,39.5,0.0,56.6,1.71,93.0%,2.05
14,quarta,não,primavera,32.1,0.0,45.2,3.1,87.0%,2.89
9,domingo,não,verão,38.7,0.0,58.8,1.71,93.0%,1.33
8,segunda,não,primavera,28.5,0.0,40.7,1.3,97.0%,1.81
8,sábado,não,inverno,18.3,0.0,76.2,0.06,14.0%,3.61
0,sexta,não,outono,25.1,0.0,74.7,0.0,45.0%,0.25
20,sábado,não,primavera,32.3,0.0,43.7,0.03,97.0%,1.93
15,segunda,sim,outono,30.5,0.0,48.3,0.33,97.0%,1.69
18,quarta,não,outono,33.1,0.0,52.0,0.27,97.0%,2.05
6,quinta,não,primavera,27.9,0.0,79.9,0.05,32.0%,1.09
18,quarta,não,outono,29.4,0.0,64.1,0.16,97.0%,3.73
14,quinta,sim,inverno,20.3,0.0,28.7,2.29,97.0%,5.41
10,sábado,não,verão,39.7,0.0,67.1,1.19,47.0%,1.33
8,domingo,não,outono,29.4,10.37,91.2,0.01,22.0%,2.65
11,quarta,não,primavera,28.7,0.0,34.7,2.82,86.0%,1.93
14,sexta,não,primavera,33.1,0.0,42.2,2.91,55.0%,3.61
20,sábado,não,inverno,13.3,0.0,45.2,0.0,91.0%,2.29
4,sábado,não,verão,37.1,0.0,65.6,0.0,97.0%,1.21
22,terça,não,primavera,25.3,0.0,50.5,0.0,97.0%,1.09
11,sábado,não,verão,37.7,0.0,67.1,2.22,80.0%,2.65
5,sábado,não,verão,34.9,0.0,83.0,0.0,57.0%,2.17
6,segunda,sim,outono,25.5,0.0,70.1,0.0,97.0%,1.21
7,segunda,não,inverno,10.1,0.0,58.8,0.0,87.0%,3.25
21,terça,não,verão,33.1,0.0,51.3,0.0,97.0%,3.25
15,quarta,não,primavera,23.4,0.0,45.2,1.39,94.0%,6.25
10,sexta,não,outono,19.6,0.0,56.6,1.01,50.0%,1.21
10,quinta,não,inverno,8.1,0.0,43.0,0.56,97.0%,3.13
12,sábado,não,outono,25.3,0.0,49.0,1.33,96.0%,6.13
23,quarta,não,inverno,17.9,0.0,64.9,0.0,46.0%,5.29
18,terça,não,outono,35.6,0.0,49.8,0.48,97.0%,1.57
6,sábado,não,verão,34.0,0.0,77.7,0.0,70.0%,2.65
10,domingo,não,verão,35.0,0.0,63.3,2.33,28.0%,2.05
20,domingo,não,inverno,18.7,0.0,43.0,0.0,97.0%,2.53
23,quarta,não,inverno,15.2,0.0,58.1,0.0,97.0%,1.81
19,segunda,não,primavera,25.4,0.0,53.5,0.03,21.0%,2.65
12,segunda,não,primavera,33.1,0.0,55.8,2.65,27.0%,2.65
14,sábado,não,primavera,37.2,0.0,40.7,3.14,50.0%,3.01
2,terça,não,verão,37.4,0.0,70.9,0.0,97.0%,2.05
7,domingo,não,verão,31.4,0.0,74.7,0.42,43.0%,1.33
19,segunda,não,primavera,32.5,0.0,67.1,0.25,27.0%,3.73
8,domingo,não,inverno,20.5,0.0,87.5,0.0,12.0%,2.41
14,segunda,não,inverno,24.9,0.0,37.0,2.43,68.0%,2.05
17,segunda,não,primavera,24.6,0.58,89.7,0.11,32.0%,2.53
12,sexta,não,primavera,22.1,0.0,72.4,0.89,83.0%,3.85
19,terça,não,outono,33.8,0.0,61.1,0.03,97.0%,2.89
15,sábado,não,primavera,37.9,0.0,40.7,2.82,43.0%,2.65
5,domingo,não,primavera,22.2,0.0,82.2,0.0,40.0%,1.81
