hora,dia,feriado,estação,temperatura,chuva,umidade,sol,visibilidade,vento,aluguéis
18,domingo,não,primavera,30.9,0.0,69.4,0.12,65.0%,4.21,2146
22,quarta,não,verão,32.7,0.0,67.9,0.0,70.0%,1.69,1941
23,domingo,não,verão,33.9,0.0,74.7,0.0,43.0%,2.65,1337
6,quinta,não,outono,30.9,0.58,82.2,0.0,20.0%,1.93,59
3,segunda,não,verão,30.7,0.0,80.7,0.0,43.0%,3.73,377
6,quarta,não,verão,34.1,0.0,80.7,0.03,35.0%,0.37,708
2,quinta,não,outono,24.1,0.0,71.6,0.0,97.0%,1.21,400
8,terça,não,outono,28.1,0.0,71.6,0.43,92.0%,1.45,597
11,quinta,não,verão,42.1,0.0,49.8,2.56,84.0%,2.17,588
15,sábado,não,primavera,26.3,0.0,37.7,2.34,65.0%,3.61,1305
15,domingo,não,outono,30.7,0.0,37.0,1.63,84.0%,2.17,12
17,quinta,não,verão,41.0,0.0,51.3,1.95,92.0%,3.01,1541
20,terça,não,primavera,31.7,1.15,84.5,0.0,28.0%,2.89,431
17,domingo,não,inverno,20.9,0.0,33.2,0.24,97.0%,1.81,389
4,domingo,não,outono,29.4,0.0,73.1,0.0,97.0%,0.61,9
10,sábado,não,primavera,29.9,0.0,52.8,2.27,36.0%,2.41,821
19,sexta,não,outono,32.8,1.15,91.2,0.01,56.0%,0.49,85
0,domingo,não,verão,35.7,0.0,79.9,0.0,82.0%,2.53,1150
0,domingo,não,primavera,29.5,0.0,70.1,0.0,68.0%,1.21,547
2,segunda,não,primavera,29.3,0.0,61.8,0.0,86.0%,0.61,348
19,segunda,sim,inverno,18.3,0.0,47.5,0.0,93.0%,1.81,130
20,terça,não,outono,24.7,0.0,51.3,0.0,97.0%,2.41,1219
17,domingo,não,verão,42.5,0.0,45.2,1.87,97.0%,2.05,908
6,quarta,não,primavera,22.5,0.0,57.3,0.0,78.0%,1.21,408
16,quinta,não,verão,43.6,0.0,47.5,1.76,86.0%,2.17,684
16,sexta,não,primavera,30.5,0.0,30.2,0.7,97.0%,1.45,1279
20,quinta,não,outono,33.5,0.0,52.0,0.0,97.0%,2.65,1958
18,quinta,não,inverno,17.8,0.0,36.2,0.01,97.0%,3.01,688
13,quinta,não,outono,28.9,0.0,54.3,1.87,26.0%,3.49,1103
23,sábado,não,outono,20.2,0.0,83.0,0.0,23.0%,1.69,396
14,sexta,não,verão,35.9,0.0,50.5,3.23,95.0%,2.77,1036
16,segunda,não,primavera,30.1,0.0,43.0,1.96,44.0%,4.33,829
0,sábado,não,verão,36.7,0.0,73.1,0.0,89.0%,1.57,1139
19,terça,não,outono,28.7,0.0,65.6,0.0,86.0%,2.29,1876
20,terça,não,inverno,19.5,0.0,32.4,0.0,97.0%,3.97,368
23,quinta,não,primavera,26.4,0.0,61.8,0.0,84.0%,2.53,858
8,segunda,não,outono,19.7,0.0,81.4,0.03,19.0%,1.57,1529
2,sexta,não,outono,33.0,0.0,63.3,0.0,97.0%,1.69,620
21,sábado,não,outono,26.7,0.0,60.3,0.0,51.0%,1.57,1317
16,segunda,não,primavera,31.1,0.0,58.8,0.94,26.0%,4.09,1506
14,sexta,não,outono,22.5,0.0,30.2,1.67,97.0%,3.73,725
0,quinta,não,outono,24.5,0.0,66.4,0.0,97.0%,1.09,706
11,sábado,não,primavera,24.3,0.0,60.3,1.11,19.0%,2.65,597
21,sexta,não,inverno,8.9,0.0,45.2,0.0,91.0%,2.41,144
14,segunda,não,primavera,33.7,0.0,60.3,2.67,19.0%,2.17,1131
22,domingo,não,outono,26.5,0.0,61.1,0.0,75.0%,0.25,1034
16,terça,não,inverno,21.7,0.0,30.9,1.2,97.0%,4.33,407
15,terça,não,inverno,19.7,0.0,33.2,1.49,95.0%,5.17,287
6,segunda,não,inverno,14.9,0.46,82.2,0.0,13.0%,1.33,52
8,sexta,não,outono,34.5,0.0,70.9,0.16,97.0%,1.93,1589
8,domingo,não,verão,33.1,0.0,73.9,0.77,72.0%,1.45,579
6,terça,não,primavera,22.9,0.0,61.1,0.0,86.0%,0.85,419
11,sexta,não,verão,37.5,0.0,43.0,2.85,95.0%,2.89,849
7,sábado,não,verão,34.1,0.0,75.4,0.08,62.0%,2.53,496
16,domingo,não,verão,39.2,0.0,42.2,2.38,70.0%,4.09,1481
15,quinta,não,verão,38.1,0.0,48.3,1.96,75.0%,3.25,1895
9,quinta,não,inverno,14.0,0.0,38.5,0.23,94.0%,0.85,505
1,segunda,não,primavera,26.6,0.0,89.0,0.0,15.0%,1.81,384
22,quinta,não,outono,19.1,0.0,43.0,0.0,97.0%,3.25,705
7,quinta,não,verão,31.3,15.55,91.2,0.0,13.0%,1.33,104
14,domingo,não,inverno,17.3,0.0,33.2,1.09,97.0%,3.85,233
13,terça,sim,outono,33.6,0.0,40.7,2.9,97.0%,2.65,1322
7,quarta,não,primavera,24.7,0.0,79.9,0.04,14.0%,1.57,746
9,quinta,não,verão,33.5,0.0,62.6,1.77,46.0%,2.65,1367
4,quinta,não,outono,23.7,0.0,76.9,0.0,97.0%,0.97,171
4,terça,não,primavera,24.2,0.0,89.7,0.0,11.0%,0.49,43
2,quinta,não,inverno,20.5,0.0,73.1,0.0,14.0%,1.69,151
11,segunda,não,verão,39.1,0.0,52.0,2.72,88.0%,2.53,780
23,quarta,não,primavera,21.7,0.0,74.7,0.0,46.0%,1.93,351
19,domingo,não,inverno,19.2,0.0,37.0,0.0,97.0%,1.81,237
19,quarta,não,inverno,18.9,0.0,84.5,0.0,14.0%,2.17,140
8,terça,não,verão,31.9,0.0,53.5,1.05,87.0%,2.05,673
10,segunda,não,outono,33.4,0.0,61.8,2.02,96.0%,2.41,911
11,quinta,não,outono,21.7,0.0,33.9,1.63,96.0%,4.09,658
2,segunda,não,verão,36.3,0.0,81.4,0.0,49.0%,1.21,490
19,terça,não,verão,35.3,0.0,43.0,0.54,97.0%,3.49,2345
20,quinta,não,outono,31.3,0.0,53.5,0.0,97.0%,1.69,2109
7,sexta,não,primavera,20.3,0.0,86.0,0.0,28.0%,1.09,78
13,quarta,não,primavera,21.0,0.0,66.4,0.75,89.0%,2.65,202
19,sexta,não,inverno,19.7,0.0,54.3,0.0,74.0%,2.41,483
21,domingo,não,inverno,21.5,0.0,83.7,0.0,12.0%,1.69,398
23,terça,não,primavera,19.5,0.0,46.0,0.0,97.0%,3.01,309
14,terça,não,primavera,29.8,0.0,82.2,0.94,97.0%,1.81,393
17,sábado,não,outono,35.9,0.0,41.5,1.03,97.0%,1.45,2443
0,domingo,não,verão,31.9,6.34,91.2,0.0,9.0%,0.61,43
16,domingo,não,inverno,16.7,0.0,43.0,1.55,88.0%,5.65,247
1,sexta,não,outono,19.2,0.0,65.6,0.0,67.0%,2.65,462
11,segunda,não,outono,29.5,0.0,46.0,1.74,52.0%,1.09,950
13,sexta,não,verão,38.7,0.0,37.7,3.17,87.0%,1.69,1086
12,sexta,sim,primavera,33.1,0.0,68.6,0.81,23.0%,3.49,1321
16,quinta,não,inverno,19.7,0.0,37.0,1.3,85.0%,3.01,295
8,quinta,não,verão,34.5,0.0,73.1,0.96,77.0%,1.45,2300
4,sexta,não,primavera,25.1,0.0,67.1,0.0,47.0%,2.05,155
2,domingo,não,primavera,28.6,0.0,49.0,0.0,64.0%,0.85,421
19,terça,não,verão,37.8,0.0,64.9,0.31,97.0%,2.29,2378
8,sexta,não,outono,24.9,0.0,67.9,0.35,97.0%,1.69,2020
9,sexta,não,verão,37.3,4.61,83.7,0.56,64.0%,2.29,629
12,sábado,não,outono,24.4,0.0,43.7,1.95,88.0%,1.45,1006
11,quinta,não,outono,32.5,0.0,50.5,2.42,97.0%,2.29,1028
17,sábado,não,outono,34.6,0.0,74.7,0.17,97.0%,0.97,1489
20,sábado,não,verão,37.9,4.61,83.0,0.03,58.0%,1.57,1221
8,sexta,não,outono,30.2,0.0,58.1,0.51,97.0%,1.93,2384
5,quarta,sim,verão,30.8,0.0,73.1,0.0,52.0%,1.93,230
2,terça,não,inverno,18.7,0.0,72.4,0.0,19.0%,1.09,147
15,terça,não,inverno,21.8,0.0,40.7,0.84,96.0%,2.65,581
22,terça,não,inverno,18.0,0.0,59.6,0.0,81.0%,0.97,296
7,sábado,não,inverno,7.9,0.0,58.1,0.0,79.0%,1.81,69
16,quinta,não,primavera,30.7,0.0,40.7,2.49,92.0%,6.37,1508
10,terça,não,outono,23.9,0.0,55.8,1.23,66.0%,1.57,697
15,quinta,não,inverno,11.9,0.0,39.2,1.0,97.0%,4.69,142
8,sexta,não,verão,34.0,0.0,51.3,0.98,95.0%,2.29,1926
5,sábado,não,inverno,14.5,0.0,60.3,0.0,95.0%,2.65,92
0,segunda,não,inverno,14.9,0.58,79.9,0.0,7.0%,1.21,74
23,sábado,não,outono,30.7,0.0,62.6,0.0,97.0%,1.09,1235
22,domingo,não,primavera,24.3,0.0,67.1,0.0,95.0%,2.29,628
4,sexta,não,outono,26.7,0.0,63.3,0.0,80.0%,0.97,192
16,sábado,sim,outono,34.3,0.0,43.7,1.62,97.0%,3.49,2126
8,segunda,não,inverno,16.4,0.0,65.6,0.11,68.0%,1.09,799
7,domingo,não,primavera,17.7,0.0,76.9,0.0,72.0%,0.97,597
11,domingo,não,inverno,13.5,0.0,40.0,0.88,94.0%,2.41,196
3,domingo,não,inverno,13.4,0.0,58.8,0.0,96.0%,2.29,69
15,sábado,sim,outono,34.4,0.0,43.7,2.14,97.0%,2.65,2212
5,domingo,não,verão,37.8,0.0,64.9,0.0,89.0%,2.77,244
13,sábado,não,outono,25.6,0.0,42.2,1.85,77.0%,2.77,1046
10,quarta,não,inverno,21.2,0.0,61.8,0.23,20.0%,0.85,223
21,quinta,não,primavera,31.2,0.0,55.8,0.0,67.0%,2.29,1844
12,sábado,não,outono,30.1,0.0,43.0,2.37,76.0%,2.89,1416
2,quarta,não,inverno,20.4,0.0,67.1,0.0,15.0%,1.21,147
9,domingo,não,primavera,28.3,0.0,47.5,1.56,66.0%,1.33,722
22,terça,não,inverno,18.7,0.0,34.7,0.0,97.0%,3.73,324
17,sexta,não,outono,31.7,0.0,39.2,0.79,97.0%,1.09,2135
17,quarta,não,primavera,27.9,1.73,92.0,0.08,13.0%,1.09,31
2,terça,não,outono,22.1,0.0,66.4,0.0,76.0%,0.37,335
11,quarta,não,primavera,33.5,0.0,88.2,0.17,41.0%,6.01,252
0,quarta,não,inverno,21.7,0.0,57.3,0.0,30.0%,1.57,271
23,quarta,não,outono,23.9,0.0,67.1,0.0,59.0%,1.21,766
12,sexta,não,verão,34.6,0.0,55.8,3.07,97.0%,2.17,1201
5,sábado,não,outono,23.7,0.0,75.4,0.0,64.0%,0.97,164
2,terça,não,inverno,16.9,0.0,70.1,0.0,97.0%,1.45,92
3,domingo,não,outono,20.1,0.0,84.5,0.0,16.0%,1.33,199
13,domingo,não,primavera,32.8,0.0,51.3,2.46,97.0%,2.77,1129
11,segunda,não,primavera,25.1,0.0,67.1,0.57,97.0%,4.21,404
6,domingo,não,verão,30.2,0.0,73.1,0.04,58.0%,0.73,741
20,quinta,não,primavera,33.7,0.0,61.8,0.06,95.0%,3.73,2171
15,sexta,não,inverno,23.8,0.0,64.9,1.22,14.0%,0.97,325
0,quarta,não,verão,35.1,0.0,77.7,0.0,92.0%,0.85,1031
6,segunda,não,inverno,18.3,0.0,43.0,0.0,97.0%,0.73,175
0,sexta,sim,primavera,30.5,0.0,76.9,0.0,17.0%,1.21,792
21,quarta,não,primavera,29.5,0.0,68.6,0.0,86.0%,2.65,1195
13,segunda,não,primavera,32.2,0.0,52.0,3.17,34.0%,3.61,1186
0,terça,não,verão,37.9,0.0,69.4,0.0,97.0%,2.17,886
21,domingo,não,verão,36.9,0.0,64.1,0.0,97.0%,1.09,1836
0,sexta,não,primavera,31.2,1.15,91.2,0.0,25.0%,2.41,139
15,sexta,não,verão,31.9,0.0,86.0,0.34,66.0%,1.33,74
6,quarta,não,outono,21.7,0.0,75.4,0.0,58.0%,1.57,373
3,sexta,não,primavera,30.5,2.3,92.0,0.0,16.0%,2.17,57
21,quarta,não,verão,33.9,0.0,71.6,0.0,56.0%,1.81,2215
23,sábado,não,verão,36.1,0.0,78.4,0.0,74.0%,2.65,1292
4,quinta,não,verão,39.1,0.0,58.8,0.0,97.0%,2.53,225
21,sábado,não,outono,27.2,0.0,59.6,0.0,76.0%,2.65,1263
12,sexta,não,inverno,21.2,0.0,39.2,0.98,91.0%,2.05,348
11,terça,não,primavera,33.7,0.0,65.6,1.68,46.0%,3.37,964
14,terça,não,verão,38.2,0.0,35.4,3.32,95.0%,4.57,1401
17,sábado,não,outono,20.3,0.0,82.2,0.2,49.0%,2.17,448
13,segunda,não,primavera,27.4,0.0,43.7,2.23,22.0%,2.41,595
21,sábado,não,inverno,13.6,0.0,47.5,0.0,97.0%,4.09,172
4,sábado,não,primavera,18.7,0.0,50.5,0.0,78.0%,1.33,106
17,segunda,não,outono,29.2,0.0,47.5,0.8,96.0%,2.29,1910
7,terça,não,inverno,16.4,0.0,73.1,0.0,93.0%,2.53,301
13,quinta,não,inverno,15.8,0.0,42.2,0.52,89.0%,1.33,291
17,sexta,não,verão,37.1,0.0,56.6,1.73,43.0%,4.21,2016
0,quarta,não,verão,31.5,0.0,71.6,0.0,65.0%,2.65,1038
4,terça,não,outono,25.0,0.0,73.1,0.0,30.0%,1.33,183
20,quinta,não,verão,35.1,0.0,59.6,0.08,87.0%,3.01,2566
19,quinta,não,verão,39.4,0.0,61.8,0.56,76.0%,3.01,2252
5,quinta,não,verão,33.1,0.0,88.2,0.0,16.0%,0.73,271
14,quinta,não,outono,22.3,0.0,38.5,0.34,71.0%,0.97,676
19,segunda,não,outono,29.6,0.0,73.9,0.0,18.0%,2.41,1918
7,terça,não,inverno,10.0,0.0,49.0,0.0,97.0%,5.65,222
7,domingo,não,outono,19.7,0.0,60.3,0.0,72.0%,1.09,204
17,segunda,não,inverno,18.6,0.0,81.4,0.15,15.0%,1.21,183
4,segunda,não,outono,25.0,0.0,64.9,0.0,86.0%,0.97,121
20,terça,não,inverno,15.1,0.0,59.6,0.0,97.0%,2.65,232
10,segunda,não,verão,39.7,0.0,55.8,2.34,97.0%,2.77,622
2,quinta,não,primavera,26.3,0.0,61.1,0.0,87.0%,1.45,418
23,sábado,não,verão,34.8,0.0,73.9,0.0,78.0%,1.93,1441
2,sábado,não,outono,25.1,0.0,76.9,0.0,92.0%,0.37,537
9,sexta,não,verão,34.5,0.0,53.5,1.94,40.0%,1.69,1298
14,domingo,não,primavera,29.1,0.0,46.0,2.62,15.0%,3.13,887
21,quarta,não,outono,34.3,0.0,74.7,0.0,96.0%,3.01,2029
18,sexta,não,verão,34.2,1.73,89.7,0.11,94.0%,3.49,928
19,domingo,não,outono,32.5,0.0,83.7,0.01,23.0%,3.49,866
23,sexta,não,primavera,26.4,0.0,76.2,0.0,26.0%,1.93,688
2,segunda,não,verão,35.3,0.0,81.4,0.0,65.0%,0.97,483
0,sábado,não,outono,24.9,0.0,67.1,0.0,97.0%,4.09,651
15,segunda,não,primavera,34.4,0.0,54.3,2.47,20.0%,3.49,1176
4,sexta,não,primavera,24.2,0.0,67.1,0.0,97.0%,3.25,94
1,sexta,não,verão,37.5,0.0,78.4,0.0,63.0%,2.05,460
18,domingo,não,outono,36.3,0.0,51.3,0.62,97.0%,1.93,3261
5,quinta,não,inverno,11.1,0.0,54.3,0.0,80.0%,1.21,68
3,sexta,sim,inverno,17.9,0.0,75.4,0.0,38.0%,0.85,107
12,sábado,não,inverno,11.9,0.0,38.5,1.17,95.0%,2.65,190
21,segunda,não,primavera,30.1,0.0,65.6,0.0,64.0%,0.85,2074
11,terça,não,verão,40.9,0.0,52.8,2.15,68.0%,2.17,630
12,segunda,não,verão,42.9,0.0,47.5,2.8,95.0%,1.81,578
21,terça,não,outono,24.0,0.0,55.8,0.0,83.0%,0.85,1204
20,quinta,não,verão,37.8,0.12,64.9,0.0,95.0%,2.77,271
9,segunda,não,outono,26.9,0.0,73.9,0.31,40.0%,0.85,1133
11,terça,não,verão,31.9,18.43,91.2,0.09,6.0%,1.93,26
18,sábado,não,outono,26.9,10.37,91.2,0.0,20.0%,0.25,49
0,domingo,não,verão,37.5,0.0,72.4,0.0,97.0%,1.21,854
5,segunda,não,outono,25.7,0.0,77.7,0.0,56.0%,0.61,220
8,sexta,não,verão,34.6,0.0,83.0,0.13,97.0%,2.29,591
9,quinta,não,inverno,10.3,0.0,58.1,0.16,87.0%,3.37,241
14,quarta,não,primavera,23.7,0.0,36.2,2.99,93.0%,5.89,930
16,sexta,não,verão,34.7,0.0,82.2,0.55,96.0%,3.49,462
23,sexta,não,verão,35.1,0.0,53.5,0.0,97.0%,1.69,1481
9,sábado,não,verão,31.1,0.0,67.1,0.34,97.0%,1.93,800
15,sexta,não,verão,41.1,0.0,52.0,2.88,54.0%,3.13,802
7,terça,não,primavera,23.1,0.0,60.3,0.0,27.0%,0.85,682
20,domingo,não,outono,29.0,0.0,47.5,0.0,97.0%,3.73,9
8,sábado,não,verão,33.9,0.0,79.2,0.37,15.0%,0.85,833
20,terça,não,verão,39.1,0.0,65.6,0.06,75.0%,2.65,1849
23,sábado,não,primavera,20.3,0.0,82.2,0.0,40.0%,1.33,187
5,quarta,não,primavera,18.9,0.0,78.4,0.0,28.0%,0.61,86
23,quinta,não,verão,39.9,0.0,66.4,0.0,56.0%,2.29,1034
7,segunda,não,verão,33.1,0.0,73.9,0.37,40.0%,0.61,1631
18,sexta,não,outono,32.9,14.98,91.2,0.02,37.0%,2.41,120
1,quarta,não,primavera,28.5,3.46,91.2,0.0,9.0%,4.09,40
7,quarta,não,primavera,18.9,0.0,76.9,0.0,26.0%,1.57,220
2,quarta,não,primavera,25.6,0.0,62.6,0.0,97.0%,1.57,255
4,segunda,não,inverno,16.8,0.0,70.1,0.0,69.0%,1.57,61
1,segunda,não,verão,38.3,0.0,57.3,0.0,86.0%,2.05,554
11,terça,não,outono,31.1,0.0,60.3,2.15,88.0%,3.13,1196
19,sábado,não,inverno,16.1,0.0,44.5,0.0,97.0%,1.57,482
20,sábado,não,outono,32.5,0.0,52.8,0.0,97.0%,0.37,1843
5,quinta,não,outono,29.5,0.0,70.9,0.0,97.0%,1.21,237
20,sábado,não,verão,37.8,0.0,79.9,0.01,49.0%,0.73,1104
9,sexta,não,outono,24.3,0.0,68.6,0.69,28.0%,1.57,1013
12,quarta,não,outono,27.5,0.0,50.5,1.65,96.0%,4.33,1013
12,terça,não,inverno,16.7,0.0,41.5,1.08,87.0%,3.37,204
13,sábado,não,primavera,32.5,0.0,41.5,3.25,63.0%,3.61,1418
20,sábado,não,verão,37.8,0.0,65.6,0.1,97.0%,2.29,2035
5,quarta,não,verão,34.3,0.0,80.7,0.0,38.0%,0.73,340
15,sexta,não,outono,31.5,0.0,40.7,1.89,96.0%,3.85,1399
20,sexta,não,verão,37.3,0.0,48.3,0.0,92.0%,2.29,2143
23,sábado,não,verão,33.6,0.0,87.5,0.0,48.0%,0.97,930
8,quarta,não,primavera,33.3,0.0,88.2,0.04,33.0%,1.69,296
5,segunda,sim,outono,27.9,0.0,67.9,0.0,97.0%,0.61,118
3,sexta,não,inverno,17.9,0.0,50.5,0.0,64.0%,2.29,100
19,sábado,não,verão,34.5,4.61,89.7,0.11,47.0%,0.85,493
18,quinta,não,outono,26.4,0.0,52.8,0.01,39.0%,1.93,2049
11,terça,sim,outono,31.7,0.0,48.3,2.47,97.0%,2.17,858
1,quinta,não,verão,31.5,0.0,79.2,0.0,20.0%,0.97,1039
9,segunda,não,outono,32.0,0.0,67.9,1.12,83.0%,1.57,1199
4,domingo,não,outono,29.7,0.0,62.6,0.0,97.0%,0.25,278
0,segunda,não,verão,37.3,0.0,82.2,0.0,68.0%,1.81,422
12,segunda,não,primavera,31.7,0.0,64.9,2.38,21.0%,2.41,1109
17,quarta,não,primavera,30.2,0.0,37.7,1.63,70.0%,4.21,1744
12,sábado,não,verão,35.9,0.0,53.5,3.26,97.0%,2.29,1339
16,terça,sim,outono,34.5,0.0,39.2,1.86,97.0%,2.29,1966
3,terça,não,inverno,10.6,0.0,55.8,0.0,97.0%,2.89,67
16,sexta,não,outono,31.9,0.0,37.0,1.15,97.0%,2.41,1616
18,quarta,não,primavera,32.5,0.0,42.2,0.94,94.0%,4.81,2820
13,quarta,não,inverno,13.7,0.0,37.0,2.29,97.0%,5.29,180
9,sexta,não,inverno,6.7,0.0,46.0,0.21,95.0%,4.81,155
13,domingo,não,inverno,19.3,0.0,43.7,0.5,68.0%,1.21,271
2,quinta,não,primavera,26.7,0.0,58.8,0.0,73.0%,1.09,391
19,terça,não,primavera,20.5,0.0,52.0,0.02,97.0%,4.69,723
0,quarta,não,verão,34.7,0.58,90.5,0.0,15.0%,1.09,251
2,segunda,não,primavera,23.1,0.0,66.4,0.0,86.0%,1.33,131
14,sábado,não,outono,35.8,0.0,43.0,2.62,97.0%,2.41,1904
16,segunda,não,outono,27.1,0.0,51.3,0.76,35.0%,2.17,942
20,sexta,não,verão,35.3,0.0,73.9,0.0,97.0%,2.17,2003
12,sexta,não,primavera,31.1,0.0,37.7,2.73,83.0%,2.17,951
5,sábado,não,inverno,8.1,0.0,52.0,0.0,97.0%,1.21,37
0,quinta,não,primavera,19.4,0.0,83.0,0.0,56.0%,2.29,256
14,sexta,não,outono,35.5,0.0,46.0,2.22,97.0%,2.05,1122
14,segunda,não,outono,36.6,0.0,57.3,2.67,97.0%,4.81,996
2,domingo,não,outono,29.9,0.0,69.4,0.0,97.0%,1.09,8
1,sexta,não,outono,32.7,0.0,74.7,0.0,81.0%,1.57,786
19,quarta,não,inverno,20.0,0.0,89.7,0.0,41.0%,2.53,30
1,segunda,não,primavera,20.3,0.0,56.6,0.0,55.0%,1.21,178
5,terça,não,inverno,13.9,0.0,66.4,0.0,96.0%,2.17,66
23,quarta,não,inverno,11.3,0.0,53.5,0.0,87.0%,3.61,128
20,domingo,não,outono,32.4,0.0,84.5,0.0,20.0%,2.29,1082
18,sábado,não,primavera,36.3,0.0,43.0,1.07,40.0%,2.89,2033
22,sexta,não,verão,34.5,0.0,78.4,0.0,24.0%,1.81,2114
18,sexta,não,outono,21.5,0.0,43.7,0.0,81.0%,2.53,1390
23,sábado,não,primavera,21.1,0.0,43.7,0.0,72.0%,2.29,300
20,quarta,não,inverno,20.7,0.0,72.4,0.0,18.0%,2.29,292
1,sexta,não,verão,31.1,0.0,83.0,0.0,25.0%,2.41,611
19,domingo,não,outono,26.9,0.0,48.3,0.0,91.0%,1.93,1579
2,sábado,não,primavera,18.9,0.0,44.5,0.0,90.0%,0.85,185
11,quinta,não,verão,34.3,0.0,62.6,1.08,97.0%,2.77,1038
11,sexta,não,verão,32.1,0.35,79.9,0.29,97.0%,1.45,198
10,quarta,sim,primavera,18.4,0.0,58.1,1.12,50.0%,6.61,204
21,terça,não,primavera,26.0,0.0,53.5,0.0,97.0%,1.57,1382
18,terça,não,primavera,33.7,0.0,69.4,0.42,73.0%,3.73,2167
12,sábado,não,verão,40.7,0.0,64.9,1.35,40.0%,2.53,639
13,segunda,não,primavera,29.0,0.0,53.5,2.8,22.0%,3.25,511
0,segunda,não,outono,22.9,0.0,60.3,0.0,73.0%,1.09,465
6,sexta,não,inverno,14.0,0.0,68.6,0.0,57.0%,1.09,79
19,sexta,não,primavera,23.7,0.0,45.2,0.06,97.0%,1.69,984
16,domingo,não,verão,43.5,0.0,41.5,2.46,94.0%,3.25,778
0,segunda,não,primavera,28.5,0.0,40.0,0.0,97.0%,1.81,679
21,sábado,não,primavera,27.2,0.0,54.3,0.0,77.0%,2.17,1020
16,quarta,não,outono,34.6,0.0,44.5,1.71,97.0%,2.41,2281
18,segunda,não,verão,43.5,0.0,53.5,1.09,94.0%,4.81,1944
12,terça,não,outono,26.5,0.0,46.0,1.93,82.0%,1.21,894
17,terça,não,inverno,16.5,0.0,44.5,0.18,97.0%,2.41,265
15,quinta,não,verão,40.8,0.0,49.0,3.04,94.0%,3.25,832
23,sábado,não,inverno,13.0,0.0,49.0,0.0,97.0%,2.89,156
1,quinta,não,outono,21.7,0.0,67.1,0.0,94.0%,2.17,532
7,domingo,não,outono,22.6,0.0,81.4,0.0,18.0%,1.81,242
2,sábado,não,inverno,15.6,0.0,73.1,0.0,28.0%,2.77,236
17,sexta,não,primavera,23.3,0.0,66.4,0.88,26.0%,5.41,766
20,quinta,não,primavera,21.7,0.0,60.3,0.0,44.0%,2.65,747
20,quinta,não,inverno,19.1,0.0,51.3,0.0,57.0%,1.69,317
13,quarta,não,outono,30.5,0.0,37.7,2.17,73.0%,1.69,1362
16,terça,não,verão,40.7,0.0,61.1,2.19,93.0%,4.45,832
7,sábado,não,outono,28.1,0.0,75.4,0.02,97.0%,1.21,518
18,terça,não,inverno,15.2,0.0,35.4,0.01,97.0%,4.33,495
18,sábado,não,primavera,20.3,2.19,85.2,0.07,14.0%,2.05,27
3,terça,não,primavera,20.1,0.0,59.6,0.0,97.0%,2.05,103
4,sexta,não,verão,37.3,0.0,79.9,0.0,56.0%,0.85,175
11,domingo,não,outono,29.5,0.0,46.8,2.07,65.0%,2.05,1067
19,quinta,não,inverno,15.5,0.0,48.3,0.0,59.0%,1.33,420
2,quarta,não,inverno,8.2,0.0,42.2,0.0,97.0%,3.97,58
21,quinta,não,primavera,29.6,0.0,79.2,0.0,23.0%,2.53,996
2,quinta,não,primavera,24.2,0.0,55.0,0.0,62.0%,1.09,287
12,sexta,não,outono,22.0,0.0,33.2,1.85,97.0%,1.93,676
6,quinta,não,primavera,26.6,0.0,64.1,0.0,55.0%,0.73,125
8,quinta,não,inverno,9.9,0.0,64.1,0.0,78.0%,2.17,456
22,segunda,não,outono,21.9,0.0,47.5,0.0,74.0%,3.01,924
5,segunda,não,inverno,17.1,0.0,51.3,0.0,91.0%,0.85,73
17,quinta,não,inverno,18.5,0.0,61.8,0.08,56.0%,2.65,414
7,terça,sim,outono,25.5,0.0,72.4,0.03,97.0%,1.33,273
10,sexta,não,outono,29.9,0.0,56.6,0.81,97.0%,1.81,12
11,quarta,não,inverno,22.3,0.0,56.6,0.55,21.0%,1.45,284
16,quarta,não,outono,27.5,0.0,50.5,0.74,97.0%,4.69,1369
16,segunda,não,outono,29.4,0.0,59.6,0.66,16.0%,1.81,11
10,domingo,não,verão,32.7,13.82,91.2,0.13,13.0%,0.85,21
2,terça,não,inverno,17.8,0.0,75.4,0.0,21.0%,1.21,124
10,segunda,não,inverno,17.7,0.0,66.4,0.63,60.0%,0.25,321
6,terça,não,inverno,13.6,0.0,70.9,0.0,96.0%,1.45,103
19,segunda,não,verão,37.1,0.0,46.8,0.63,97.0%,3.37,1564
3,segunda,sim,inverno,15.7,0.0,51.3,0.0,97.0%,1.45,132
14,domingo,não,inverno,17.8,0.0,42.2,0.78,90.0%,1.93,273
0,sábado,não,verão,35.5,0.0,82.2,0.0,74.0%,0.73,1178
9,quinta,não,verão,32.4,0.0,63.3,2.18,97.0%,1.33,1332
2,quinta,não,inverno,16.9,0.0,84.5,0.0,17.0%,1.93,145
20,terça,não,primavera,25.9,0.0,78.4,0.0,96.0%,1.69,39
11,quinta,não,inverno,14.3,0.0,46.8,0.52,77.0%,1.45,262
2,quinta,não,primavera,29.3,0.0,69.4,0.0,84.0%,1.81,213
3,quinta,não,primavera,19.2,0.0,83.7,0.0,40.0%,2.29,117
1,domingo,não,verão,35.0,0.0,61.1,0.0,97.0%,1.33,853
3,quinta,não,verão,31.7,0.0,80.7,0.0,30.0%,2.29,407
14,terça,não,inverno,11.4,0.0,40.7,1.22,97.0%,5.41,179
4,terça,não,outono,25.4,0.0,74.7,0.0,44.0%,4.09,10
10,terça,não,inverno,10.3,0.0,43.7,0.62,96.0%,4.45,141
